id;localidad;codigo_postal;nombre;modalidad;categoria;tipo_via;via;numero;telefono;email;web;ubicacion
62;Benassal;12160;MASIA DE BLAI;R;2;PD;MAS DE FELIP;;619489064;gloriagarciab@gmail.com (error);;40.39140500000008, -0.17551575999993901
63;Benassal;12160;MASIA MONTERDE;R;2;;MASIA MONTERDE;;679889138;minasmonterde@gmail.com;;40.39140500000008, -0.17551575999993901
64;Benassal;12160;MASIA PINELLA A;R;2;PD;rivet;;964431380;;;40.39140500000008, -0.17551575999993901
65;Benassal;12160;MASIA PINELLA B;R;2;PD;RIVET;;964431380;;;40.39140500000008, -0.17551575999993901
69;Benassal;12160;VILLA ANGELES III;R;2;AV;DR. PUIGVERT;s/n-2?;964209900;;;40.39140500000008, -0.17551575999993901
74;Cabanes;12180;CA VICENT;R;2;C;DEL MAR;23;659048837;cavicent@castelloninterior.com;http://www.castelloninterior.com;40.14062500000006, 0.074784770000064
82;Castell de Cabres;12319;CASA LA MESTRA;R;2;C;MAJOR;13;977729015;;;40.66743500000007, 0.047877656000025005
87;Castellnovo;12413;EL CASTILLO;R;2;C;CASTILLO;4;964711139;castillorural@hotmail.com;;39.85794500000003, -0.43359542199993906
89;Castellnovo;12413;VILLA AMPARO;R;2;C;SEGORBE;6;964137297;;;39.85794500000003, -0.43359542199993906
90;Catí;12513;CASA TERESA;R;2;C;LARGA;76;964409033;;;40.487979360000054, 0.021750000000054
92;Catí;12513;CASA TERESA II;R;2;C;MOLINO;12;964409033;;;40.487979360000054, 0.021750000000054
98;Catí;12513;MASIA LA COSTERETA;R;2;;MASIA LA COSTERETA;;608047493;danielyencarna62@hotmail.es;;40.487979360000054, 0.021750000000054
101;Caudiel;12440;VISTA ALEGRE;R;2;C;VISTA ALEGRE;10;675029889;mtmcb@hotmail.com;http://www.casasruralesbenca.com/;39.990558976000045, -0.594734999999957
103;Cervera del Maestre;12578;CASA COTA;R;2;C;NUEVA;27;964428432;info@turistrat.es;www.turistrat.es;40.44645000000003, 0.278189827000062
108;Cinctorres;12318;MAS NOU I;R;2;;MAS NOU;S/N;964161029;pedro@turismorural.com;http://www.turismoruralmorella.com/;40.57462953000004, -0.21521693299996503
109;Cinctorres;12318;MAS NOU II;R;2;;MAS NOU;S/N;964161029;pedro@turismorural.com;http://www.turismoruralmorella.com/;40.57462953000004, -0.21521693299996503
111;Cirat;12231;CASA EL MEDICO;R;2;PL;LAS ERAS;1;964143113;info@cirat.es;;40.04645500000004, -0.46221056099994906
122;Culla;12163;ALDEAROQUETA - MIRADOR;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
123;Culla;12163;ALDEAROQUETA - OBSERVATORI;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
124;Culla;12163;ALDEAROQUETA - PANORAMICA;R;2;MS;MAS D'EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
125;Culla;12163;ALDEAROQUETA - PASAJE 1;R;2;MS;MAS D'EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
131;Culla;12163;ALDEAROQUETA-CARRERO DE BAIX 2;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
132;Culla;12163;ALDEAROQUETA-DEL BALCO;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
136;Culla;12163;ANTIGA ESCOLA MAS DEL MOLINELL;R;2;;MASIA MOLINELL;7;635830743;;;40.29137500000007, -0.12559661799997401
147;Culla;12163;MAS D'ELS CANTONETS;R;2;;MAS D'ELS CANTONETS;;618156250;;;40.29137500000007, -0.12559661799997401
148;Culla;12163;MAS D'ELS CANTONETS II;R;2;;MASIA CANTONETS;7;964762085;;;40.29137500000007, -0.12559661799997401
150;Culla;12163;MAS DE TORRE AMADOR;R;2;;MAS DE LA TORRE AMADOR;;964446311;torreamador@hotmail.com;;40.29137500000007, -0.12559661799997401
152;Culla;12163;MASIA DEALBERT;R;2;PD;MASIA CORRALETS I;SN;964446367;;;40.29137500000007, -0.12559661799997401
153;Culla;12163;MASIA SORT DE BOIX;R;2;PD;PLA DE SABATER POLIGONO 208 PARCELA 18;SN;652696175;anapalerm@hotmail.es;http://www.casas-rurales-castellon.com/;40.29137500000007, -0.12559661799997401
155;Culla;12163;MASIA DE MARIA II;R;2;PD;MAS DE LES FORQUES;S/N;659395919;masdelesforques@castelloninterior.com;http://www.castelloninterior.com;40.29137500000007, -0.12559661799997401
165;Figueroles;12122;CASA EL FORN;R;2;PL;IGLESIA;11;658214683;;http://www.casaruralelforn.com/;40.125425000000064, -0.22631086199993403
170;Forcall;12310;CASA TONET II;R;2;C;TAPIETA;5;964171263;;http://www.casestonet.com;40.656150000000025, -0.21379255099992603
171;Forcall;12310;CASA TONET III;R;2;C;TAPIETA;3;964171263;;http://www.casestonet.com;40.656150000000025, -0.21379255099992603
175;Geldo;12412;CASA RURAL EL SECRETARIO;R;1;C;MAESTRA DO?A JULIA;5;964711209;notificaciones@geldo.es;;39.83503945800004, -0.464422693999949
178;Jérica;12450;CASA EL LORETO;R;2;C;LORETO;60;606936308;casaloreto.jerica@gmail.com;http://www.casaloreto.com;39.89489000000003, -0.552439460999949
181;Jérica;12450;CASA RURAL TERESA LA CUCA;R;2;C;VALCALIENTE;13;651019969;casaruralteresalacuca@gmail.com;http://www.casaruralteresalacuca.com/;39.89489000000003, -0.552439460999949
182;Jérica;12450;CASA SHARIQUA;R;2;CM;SAN ANTON;S/N;964764294;info@shariqua.com;http://www.shariqua.com;39.89489000000003, -0.552439460999949
185;Jérica;12450;MASIA NOVALES;R;2;PD;Novales;s/n;620274979;reservas@masianovales.com;http://www.masianovales.com;39.89489000000003, -0.552439460999949
186;L'Alcora;12110;MASIA VILLALONGA;R;2;PO;Parcela 25 - Poligono 16;S/N;655681298;info@masiavillalonga.com;http://www.masiavillalonga.com;40.07457004400004, -0.217484947999935
187;L'Alcora;12110;MASIA VILLALONGA II;R;1;PO;PARCELA 25;16;608962910;info@masiavillalonga.com;;40.07457004400004, -0.217484947999935
190;La Jana;12340;CASA VICENTICA;R;2;C;ELS FRARES;18;964173117;;http://www.casesdemorella.com;40.50235500000008, 0.23663143100003403
191;La Jana;12340;LES OLIVERES MIL.LENARIES;R;4;C;Valencia;36-34;677578351;segabala@gmail.com;https://www.lesoliveresmillenaries.com;40.50235500000008, 0.23663143100003403
209;La Serratella;12184;CASA CARRERO;R;2;C;carasol;23;964428432;info@turistrat.es;http://www.turistrat.es;40.30264471500004, 0.026545000000055004
210;La Serratella;12184;ELS MASETS;R;2;PD;MASIA ELS MASETS;S/N;964428432;info@turistrat.es;www.turistrat.es;40.30264471500004, 0.026545000000055004
212;La Serratella;12184;MAS DE MANUEL;R;2;;MAS DE SELMA;S/N;964760840;masdeselma@masdeselma.com;http://www.masdeselma.com;40.30264471500004, 0.026545000000055004
213;La Torre d'En Besora;12161;CASA BARREDA;R;2;C;DALT;9;964361269;;;40.31852500000008, -0.083652897999968
215;La Torre d'En Besora;12161;CASA RULL;R;2;C;BAIX LA VILA;23;964446375;rull-manuel@hotmail.com;http://www.actiweb.es/casarull/;40.31852500000008, -0.083652897999968
219;La Torre d'En Besora;12161;L'ARC I;R;2;C;BAIX LA VILA;47;647632345;torretur@gmail.com;http://www.torretur.com;40.31852500000008, -0.083652897999968
223;Les Coves de Vinromà;12185;CASA MARIN II;R;2;C;SANT FERRAN;24;964426129;marinboira@yahoo.es;;40.35058991500006, 0.104010000000073
227;Les Coves de Vinromà;12185;CASA TOSCANA;R;2;PO;7 PARCELA;30;629161989;roberto.nos@hotmail.com;http://www.ruralenrieres.com;40.35058991500006, 0.104010000000073
231;Les Useres/Useras;12118;LA MIGUELOTA;R;2;PD;ROSERS;2;665059460;mireiallinares@gmail.com;vacacionesconmascota.com;40.17508000000004, -0.171041134999939
233;Les Useres/Useras;12118;MAS ALE;R;2;PD;MASIA ALE;SN;669377815;oscarklr@yahoo.com;http://www.alemasrural.com;40.17508000000004, -0.171041134999939
239;Les Useres/Useras;12118;MAS DELS FUMEROS;R;3;MS;DELS FUMEROS;30;675515299;estomas84@gmail.com;;40.17508000000004, -0.171041134999939
245;Matet;12415;SIERRA DE ESPADAN;R;2;PL;IGLESIA PISO 1 Y 2;3;964142546;matet_alc@gva.es;;39.94284829400004, -0.45950292399993403
246;Montán;12447;LA CASA DE MONTAN;R;3;C;CALVARIO;26;618278267;casarural@lacasademontan.com;;40.03213000000005, -0.560905398999977
248;Morella;12300;CASA ANA;R;2;C;CUESTA ARRAPAT;S/N;964160110;cise@morella.net;http://www.casesdemorella.com;40.56230500000004, -0.05324419999993701
252;Morella;12300;CASA JULIAN DE LA FABRICA GINER;R;2;CR;Cv-14 Morella-Sorita km 3, FABRICA GINER;;964173117;casesdemorella@morella.net;https://www.casesdemorella.com/;40.56230500000004, -0.05324419999993701
254;Morella;12300;CASA LA MESTRA II;R;2;C;SOL-PEDANIA DE HERBESET;7;964173117;casesdemorella@morella.net;http://www.casesdemorella.com;40.56230500000004, -0.05324419999993701
262;Morella;12300;CASES DELS GASULLA 5;R;2;C;L'HOSPITAL - XIVA DE MORELLA;9;964173246;xivarural@yahoo.es;http://www.casesdelsgasulla.com/;40.56230500000004, -0.05324419999993701
263;Morella;12300;CASETA LA QUEROLA;R;2;;BARRIO HOSTAL NOU;S/N;964160867;casalaquerola@hotmail.com;http://www.casesdemorella.com;40.56230500000004, -0.05324419999993701
264;Morella;12300;EL CORREU;R;2;C;MAJOR-XIVA DE MORELLA;28;964160160;barprats@gmail.com;http://www.casesdemorella.com;40.56230500000004, -0.05324419999993701
267;Morella;12300;LA CASA DE LAS ORQUIDEAS;R;2;C;BARRINOL;12;672380578;samarcanda40@gmail.com;http://www.lacasadelaluzmorella.blogspot.com.es/;40.56230500000004, -0.05324419999993701
269;Morella;12300;LA FONT DEL ROSER I;R;2;C;MAJOR-XIVA DE MORELLA;21;610548103;info@fontdelroser.com;http://www.fontdelroser.com/;40.56230500000004, -0.05324419999993701
271;Morella;12300;LA FONT DEL ROSER III;R;2;C;MAJOR-XIVA DE MORELLA;21;610548103;info@fontdelroser.com;http://www.fontdelroser.com/;40.56230500000004, -0.05324419999993701
272;Morella;12300;MAS EL PORTALET;R;2;;MES EL PORTALET;;977321762;;;40.56230500000004, -0.05324419999993701
273;Morella;12300;MASIA ENDUELLA I;R;2;;MASIA ENDUELLA;S7N;964161096;reservas@casaenduella.com;http://www.casaenduella.com;40.56230500000004, -0.05324419999993701
274;Morella;12300;MASIA ENDUELLA II;R;2;;MASIA ENDUELLA;S/N;964161096;reservas@casaenduella.com;http://www.casaenduella.com;40.56230500000004, -0.05324419999993701
279;Morella;12300;VALLIVANA SUITES & SPA;R;5;C;Virgen de Vallivana;21;690673772;info@vallivanasuites.com;https://www.vallivanasuites.com;40.56230500000004, -0.05324419999993701
282;Olocau del Rey;12312;CASA DE ANGELITA;R;2;C;EN PROYECTO;S/N;964178481;hostalmesondelrey@hotmail.com;http://www.turismoruralinterior.com/;40.63454000000007, -0.29665543399994404
283;Olocau del Rey;12312;CASA LA RAMBLETA;R;2;PD;UMBRIA, POLIGONO 1 PARCELA;15;;;;40.63454000000007, -0.29665543399994404
285;Olocau del Rey;12312;MOLINO ROYO;R;2;PD;RIERA;;964180020;molinoroyo@hotmail.com;;40.63454000000007, -0.29665543399994404
286;Onda;12200;LA CHICA;R;2;PD;TIS POLIGONO 50 PARCELA 72;72;600350806;inmagimenog@hotmail.com;;39.98721000000006, -0.21601295999994302
288;Palanques;12311;CASA ALTA II;R;2;C;ALTA;14;964171282;;;40.71020392300005, -0.19391022899992502
291;Palanques;12311;PATI DE CURREU;R;2;C;DE LA PLAZA;S/N;964177555;;;40.71020392300005, -0.19391022899992502
295;Pina de Montalgrao;12429;CASA LA ABUELA;R;2;C;LA PLAZA;7;964121082;;http://turismoruralse.com;40.01437563400003, -0.652781218999962
296;Pina de Montalgrao;12429;LA CISTERNA DE ARRIBA;R;2;C;EL HORNO;10;964121082;;;40.01437563400003, -0.652781218999962
299;Puebla de Arenoso;12428;CASA JULIO BENEDICTO;R;2;AV;ARENOS;18;964121082;sierraespina@hotmail.com;http://www.turismoruralse.com;40.09626856500006, -0.5882299999999531
301;Puebla de Arenoso;12428;DALT DE MONTANEJOS;R;2;C;MAYOR;4;964209007;;;40.09626856500006, -0.5882299999999531
306;Sant Jordi/San Jorge;12320;CARMENS 2 - SANT JORDI;R;2;C;Juan Bautista Ronchera;3;670081897;m.ripolles@hotmail.com;;40.53720000000004, 0.358533467000029
314;Sant Jordi/San Jorge;12320;L'AMBORGET;R;2;C;Sant Vicent;10;964499032;info@amborget.com;http://www.amborget.com;40.53720000000004, 0.358533467000029
316;Sant Jordi/San Jorge;12320;LA MALLADA;R;2;C;ESCOLES;2;964499032;info@amborget.com;http://www.amborget.com;40.53720000000004, 0.358533467000029
320;Sant Mateu;12170;LES CAIXES;R;2;C;BONAIRE;16;626507022;;;40.46327000000008, 0.168449568000028
321;Segorbe;12400;CASA ARGEN;R;1;C;BARRIMORAL;4;605201705;casaargen@gmail.com;http://www.casaargen.com;39.850743582000064, -0.49020999999993303
323;Segorbe;12400;EL PATIO DE LAS CEBOLLAS;R;3;C;CANONIGO CORTES;16;653641558;contacto@elpatiodelascebollas.com;http://www.elpatiodelascebollas.com;39.850743582000064, -0.49020999999993303
336;Sierra Engarcerán;12182;MAS DE L`ESTELA;R;2;PD;MAS DE L`ESTELA;S/N;658983464;foresttour@valldalba.com;;40.275775175000035, -0.00012999999995500001
339;Sierra Engarceran;12182;MASIA CERVERA;R;2;;Masia Cervera, s/n, Els Rosildos;;659535011;info@masdalbalatrural.com;http://www.masdecerverarural.com;40.275775175000035, -0.00012999999995500001
341;Sot de Ferrer;12489;ALTO PALANCIA I;R;2;C;PROGRESO;25;964135197;;;39.79772000000003, -0.39940869799994505
348;Todolella;12312;CA REI II;R;2;C;ERES DE FOLIES;S/N;964171142;macrina@casarei.com;http://www.casarei.com/casa_rei2.php;40.64204414400007, -0.25925910899997
354;Todolella;12312;LA VENTA II;R;2;CR;LA MATA;;964171200;;;40.64204414400007, -0.25925910899997
356;Todolella;12312;MASICO SANTANA II;R;2;;DISEMINADO;;964177558;;http://www.morella.net/cases;40.64204414400007, -0.25925910899997
360;Vall d'Alba;12194;BARRANC DEL MINYO;R;2;CR;VILLAFRANCA, KM. 13.5;;964760232;;;40.18112000000008, -0.014462734999938002
367;Vallat;12230;CASA DEL HORNO;R;2;C;BAJA;5;617101394;casaruraldelhorno@gmail.com;http://www.casadelhorno.es o http://casaruraldelhorno.wordpress.com;40.03716851400003, -0.33434296699994004
369;Vilafamés;12192;CA FELICITAT;R;3;CM;Vell;35;655968531;cafelicitatvilafames@gmail.com;https://cafelicitatvilafam.wixsite.com/misitio-1;40.12160000000006, -0.07053773899997301
371;Vilafamés;12192;EL CAMPANAR;R;2;C;IGLESIA;14;964830192;;http://casaruralcampanar.com;40.12160000000006, -0.07053773899997301
378;Vilanova d'Alcolea;12183;LA COSA NOSTRA;R;2;C;LA TORRE;67;964426016;;http://vilanovarural.com;40.242290000000025, 0.087465077000047
380;Vilar de Canes;12162;CASA ANDREU;R;2;C;DE BAIX;28;605798930;inmoandreu@gmail.com;;40.35681000000005, -0.060726332999934005
384;Vilar de Canes;12162;MAS DE LA SEGARRA;R;2;;Mas de la Segarra;S/N;606014948;hola@masdelasegarra.com;https://www.masdelasegarra.com;40.35681000000005, -0.060726332999934005
386;Villafranca del Cid/Vilafranca;12150;CASA PORTAL DEL FORN;R;2;C;BAJO PLAZA;2;619900884;info@casaruralvilatur.com;http://www.casaruralvilatur.com;40.42910420700008, -0.25637212099996903
387;Villafranca del Cid/Vilafranca;12150;CASA GLORIA;R;2;;MASIA LOSAR;14;964441199;;;40.42910420700008, -0.25637212099996903
390;Villafranca del Cid/Vilafranca;12150;CASA RURAL LAS DALIAS;R;2;C;BENASSAL;51;646839922;casarurallasdalias@gmail.com;http://www.casarurallasdalias.com;40.42910420700008, -0.25637212099996903
396;Villahermosa del Rio;12124;EL PINO;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
397;Villahermosa del Rio;12124;EL REBOLLO;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
398;Villahermosa del Rio;12124;LA ACACIA;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
399;Villahermosa del Rio;12124;LA CARRASCA;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
400;Villahermosa del Rio;12124;LA SERVERA;R;2;PD;SAN BARTOLOME;S/N;650102019;info@masiasanbartolome.com;http://www.masiasanbartolome.com;40.209745000000055, -0.423938815999974
404;Villores;12311;LES ESCOLES I;R;2;C;LA FUENTE;S/N;964171096;cise@morella.net;http://www.casesdemorella.com;40.678465868000046, -0.204089748999933
405;Villores;12311;LES ESCOLES II;R;2;C;LA FUENTE;S/N;964171096;cise@morella.net;http://www.casesdemorella.com;40.678465868000046, -0.204089748999933
412;Vistabella del Maestrat;12135;LA CASETA DEL FORN (Penyagolosa);R;2;C;CASTELLO;17;655185291;lacasetadelforn@gmail.com;http://www.lacasetadelforn.blogspot.com;40.29920000000004, -0.313153613999929
414;Xert;12360;CASA ALBA;R;2;C;ARRABAL;19;964490215;info@casarurallaperdiu.com;http://www.casarurallaperdiu.com;40.54171000000008, 0.140162690000067
420;Xert;12360;EL PLANET DE MAELLA;R;2;C;FORN;11;686340935;elplanet.casarural@gmail.com;www.elplanetdemaella.es;40.54171000000008, 0.140162690000067
177;Herbés;12317;CASA PEPO;R;2;C;ARRABAL;18;978856600;tonyo8753@yahoo.es;http://www.casesdemorella.com;
4;Albocàsser;12140;CASA LA TORRE;R;2;C;SAN PABLO;15;964428432;info@turistrat.es;www.turistrat.es;40.38227065700005, 0.019430000000056003
9;Albocàsser;12140;LA CASETA;R;2;C;San Roque;73;653353332;;;40.38227065700005, 0.019430000000056003
10;Albocàsser;12140;LA VILETA;R;2;C;VILETA;22;964428432;info@turistrat.es;http://www.turistrat.es;40.38227065700005, 0.019430000000056003
13;Albocàsser;12140;MAS DE LA SEMOLA;R;2;MS;MAS DE LA SEMOLA;;964428432;info@turistrat.es;www.turistrat.es;40.38227065700005, 0.019430000000056003
14;Albocàsser;12140;MAS DE SANT PAU;R;2;PD;SANT PAU;S/N;964428432;info@turistrat.es;www.turistrat.es;40.38227065700005, 0.019430000000056003
15;Albocàsser;12140;TIA MARIETA;R;2;C;SAN JUAN;4;964428432;info@turistrat.es;www.turistrat.es;40.38227065700005, 0.019430000000056003
16;Alcalà de Xivert / Alcossebre;12570;MASIA SIERRA IRTA;R;2;PO;44 PARCELA 61 Y 62;SN;691203632;masiasierrairta@hotmail.com;www.masiasierrairta.com;40.24433000000005, 0.27099000000004003
19;Alcudia de Veo;12222;EL SECADERO;R;1;C;DEL CASTILLO;26;605976271;;;39.91857259000005, -0.34003084999994804
23;Altura;12410;MASIA SAN JUAN-CASA 10;R;2;PD;MASIA SAN JUAN;;964132087;masiasanjuan@terra.es;http://www.masiadesanjuan.com;39.80756000000008, -0.583308131999956
29;Altura;12410;MASIA SAN JUAN-CASA 8;R;2;PD;MASIA SAN JUAN;;964132087;masiasanjuan@terra.es;http://www.masiadesanjuan.com;39.80756000000008, -0.583308131999956
31;Arañuel;12232;CA RAMONET;R;2;C;LAS CRUCES;2;679128021;;http://caramonet.blogspot.com.es/;40.084253784000055, -0.48893798299997104
34;Ares del Maestrat;12165;CASA COLL D 'ARES II;R;2;;COLL D'ARES;2?;639551172;;;40.43918000000008, -0.11503567599993401
43;Artana;12527;CASA MARIA;R;2;AV;SIERRA ESPADAN;41;615624711;;;39.895560000000046, -0.237264619999962
45;Atzeneta del Maestrat;12132;CASA DAMIA;R;2;;MAS DEL MAGRANAR;S/N;964766831;info@elmangranar.com;http://www.elmangranar.com/;40.22622000000007, -0.18521786399998003
47;Atzeneta del Maestrat;12132;LA ROQUETA;R;2;;MAS DEL MAGRANAR;S/N;964766831;info@elmangranar.com;http://www.elmangranar.com/;40.22622000000007, -0.18521786399998003
49;Atzeneta del Maestrat;12132;MASIA DE ATALAYA;R;2;MS;DE ATALAYA (BUZON 8);4;695609704;masiaatalaya@yahoo.es;http://www.masiaatalaya.com;40.22622000000007, -0.18521786399998003
51;Barracas;12420;CASA DEL CARMEN;R;2;AV;SAN ROQUE;3;662228600;;http://www.turismoruralse.com/;39.99925108700006, -0.6982499999999731
52;Barracas;12420;CASA SAN JOSE;R;2;AV;VALENCIA;10;964121154;;;39.99925108700006, -0.6982499999999731
54;Benafer;12449;ARMINDA;R;2;C;SANTA ANA;7;675029889;mtmcb@hotmail.com;http://www.casasruralesbenca.com/;39.964573976000054, -0.604995865999967
55;Benafer;12449;TORRE BUEN AIRE;R;3;C;ERAS SANZ;9;675029889;mtmcb@hotmail.com;;39.964573976000054, -0.604995865999967
68;Benassal;12160;VILLA ANGELES II;R;2;AV;DR. PUIGVERT;s/n-1;964209900;;;40.39140500000008, -0.17551575999993901
70;Benicarló;12580;MAS DEL REY;R;2;PD;MAS DEL REY POLIGONO 1 PARCELA 363;SN;607023216;info@masdelrey.com;http://www.masdelrey.com;40.445745000000045, 0.40967510700005505
71;Benicarló;12580;MAS DEL REY II;R;1;PD;MAS DEL REY, POLIGONO 1 PARCELA 363;SN;607023216;info@masdelrey.com;http://www.masdelrey.com;40.445745000000045, 0.40967510700005505
76;Cabanes;12180;CASA RURAL ROSA;R;2;C;SANT JOSEP;11;964331434;;casaruralencabanes.com;40.14062500000006, 0.074784770000064
79;Cálig;12589;CAL ROSSET;R;3;C;SANTA BARBARA;35;665555469;leonor.rural@hotmail.com;;40.467801500000064, 0.352885000000071
80;Cálig;12589;CASA RURAL LA TORRE;R;2;C;SAN LORENZO;6;665555469;leonor.rural@hotmail.com;http://casarurallatorrecalig.com;40.467801500000064, 0.352885000000071
83;Castell de Cabres;12319;L'ESCOLA;R;2;C;HOSPITAL;44197;977729015;cise@morella.net;http://www.morella.net/cases;40.66743500000007, 0.047877656000025005
85;Castellfort;12159;CASETA MIGDIA;R;1;C;Mediodia;41579;;info@castellfort.es;http://castellfort.es;40.51201000000003, -0.19463855199995803
88;Castellnovo;12413;PLAZA DEL OLMO;R;2;PL;DEL OLMO;5;660362975;;;39.85794500000003, -0.43359542199993906
93;Catí;12513;CASA TIA ROSETA;R;2;PL;ABAJO;8;964247505;;;40.487979360000054, 0.021750000000054
97;Catí;12513;MAS VELL;R;2;PD;LA VALL - MAS VELL;;964765014;masvellcati@mail.com;;40.487979360000054, 0.021750000000054
99;Caudiel;12440;CASA RURAL MITA;R;2;C;PELAYO;41;639110592;info@casaruralmita.com;http://www.casaruralmita.com;39.990558976000045, -0.594734999999957
100;Caudiel;12440;EL RINCON DE JARA;R;4;C;Murillo;22;963463426;reservas@elrincondejara.com;http://www.elrincondejara.com;39.990558976000045, -0.594734999999957
102;Cervera del Maestre;12578;CARRER FORN;R;2;C;NUEVA;27-bis;964428432;info@turistrat.es;http://www.turistrat.es;40.44645000000003, 0.278189827000062
105;Cervera del Maestre;12578;EL REFUGI DEL MAESTRAT B;R;2;C;VALLADA;8;964428432;info@turistrat.es;http://www.turistrat.es;40.44645000000003, 0.278189827000062
106;Chóvar;12499;LA POSADA DE CHOVAR;R;2;C;POZO;26;620985845;info@laposadadechovar.com;http://www.laposadadechovar.com;39.84886000000006, -0.323024119999956
107;Cinctorres;12318;CASA RAMIRO;R;2;C;LA PLAZA;36;964181075;;;40.57462953000004, -0.21521693299996503
113;Cirat;12231;CASA ROSAIRE;R;2;C;ROSAIRE;14;964300394;reservas@casarosaire.com;;40.04645500000004, -0.46221056099994906
114;Cortes de Arenoso;12127;MAS DE LEON AGROTURISME;R;1;MS;MAS DE LEON POLIGONO CUEVA SAN JUAN;SN;647450957;santipeal@yahoo.es;http://masdeleon.com;40.204909721000035, -0.5274099999999741
115;Cortes de Arenoso;12127;MASIA LA MATEBA;R;2;CR;Montanejos;s/n;653391717;info@maslamateba.org;https://www.maslamateba.org;40.204909721000035, -0.5274099999999741
116;Culla;12163;ALDEAROQUETA - CANTO D'ALT;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
118;Culla;12163;ALDEAROQUETA - CARRER D'ALT 1;R;2;MS;MAS EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
127;Culla;12163;ALDEAROQUETA - PATI;R;2;MS;MAS D'EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
128;Culla;12163;ALDEAROQUETA - PLACA DE LA FONT 1;R;2;MS;MAS D'EN ROQUETA;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
133;Culla;12163;ALDEAROQUETA-DEL PORCHE 1;R;2;MS;MAS EN ROQUETES;S/N;964762195;info@aldearoqueta.com;http://aldearoqueta.com;40.29137500000007, -0.12559661799997401
134;Culla;12163;ANTIGA ESCOLA MAS D'EN SAERA;R;2;;MAS D'EN SAERA;3;635830743;;;40.29137500000007, -0.12559661799997401
135;Culla;12163;ANTIGA ESCOLA MAS DE SALES MATELLA;R;2;;MAS DE SALES MATELLA;3;635830743;;;40.29137500000007, -0.12559661799997401
137;Culla;12163;ANTIGA ESCOLA PLA DEL SABATER;R;2;;MAS DEL PLA DEL SABATER;4;635830743;;;40.29137500000007, -0.12559661799997401
140;Culla;12163;CASA JOSE;R;2;;MASIA PLA DEL SABATER;;964762234;;;40.29137500000007, -0.12559661799997401
145;Culla;12163;LA TORRE DEL FORN I;R;2;C;SOL;19;964446357;;;40.29137500000007, -0.12559661799997401
146;Culla;12163;LA TORRE DEL FORN II;R;2;C;SOL;19;964446357;;;40.29137500000007, -0.12559661799997401
149;Culla;12163;MAS D'EN CAMPOS;R;2;;MASIA CAMPOS;;964446327;;;40.29137500000007, -0.12559661799997401
151;Culla;12163;MASIA DE LA COVARXELLA;R;2;MS;De la Covarxella - El Molinell;S/N;696308275;info@casa-rural-castellon.com;http://www.casa-rural-castellon.com/;40.29137500000007, -0.12559661799997401
154;Culla;12163;MASIA DE MARIA I;R;2;PO;34, PARCELA;36;659395919;masdelesforques@castelloninterior.com;http://www.castelloninterior.com/;40.29137500000007, -0.12559661799997401
156;Eslida;12528;CASA ESTEL;R;2;C;SAN RAMON;5;629563368;ruralestel@terra.es;;39.88722500000006, -0.30484959599993905
161;Espadilla;12230;CASA RURAL TIO VICTORIANO;R;2;C;CANTON;2;605823360;info@casatiovictoriano.es;http://www.casatiovictoriano.es;40.03261604900007, -0.344274999999925
164;Figueroles;12122;CASA DE LA PAU;R;4;C;LA PAZ;11;615202574;trul92@hotmail.com;;40.125425000000064, -0.22631086199993403
168;Forcall;12310;CASA RURAL FORCALL;R;1;C;PETRA PALOS;13;964161036;resimorella@gmail.com;;40.656150000000025, -0.21379255099992603
